201201092200,33.64,33.64,33.64,29.46,33.64,-6.9,-5.2,-6.4,411.0,-299.0,411.0,-299.0
201201092300,32.49,32.49,32.49,29.46,32.49,-6.5,-5.3,-6.8,252.0,-468.0,252.0,-468.0
201201100000,31.7,31.7,31.7,31.7,31.7,-6.1,-5.5,-7.2,248.6,-471.4,248.6,-471.4
201201100100,31.11,31.11,31.11,31.11,31.11,-5.9,-5.5,-7.7,265.4,-454.6,265.4,-454.6
201201100200,30.71,30.71,30.71,30.71,33.91,-6.0,-5.6,-7.9,269.1,-450.9,269.1,-450.9
201201100300,28.99,28.99,28.99,28.99,33.91,-6.8,-5.6,-8.1,45.5,-674.5,45.5,-674.5
201201100400,30.51,30.51,30.51,30.51,33.91,-7.6,-5.6,-7.8,285.0,-435.0,285.0,-435.0
201201100500,40.31,33.8,33.8,40.31,70.0,-8.0,-5.6,-7.5,249.6,-470.4,249.6,-470.4
201201100600,47.67,39.81,39.81,47.67,47.67,-6.9,-8.9,-8.8,231.8,-488.2,231.8,-488.2
201201100700,48.07,48.07,48.07,48.07,70.0,-7.3,-8.6,-9.0,287.5,-432.5,287.5,-432.5
201201100800,52.99,52.99,52.99,37.9,60.53,-7.9,-8.3,-9.2,370.4,-349.6,370.4,-349.6
201201100900,51.21,51.21,51.21,36.0,51.21,-8.1,-8.3,-8.7,376.2,-343.8,376.2,-343.8
201201101000,51.01,51.01,51.01,36.0,51.01,-7.7,-8.1,-7.9,388.4,-331.6,388.4,-331.6
201201101100,53.0,53.0,53.0,37.8,53.0,-7.1,-8.0,-7.4,374.3,-345.7,374.3,-345.7
201201101200,52.2,52.2,52.2,52.2,52.2,-6.8,-7.9,-7.0,366.2,-353.8,366.2,-353.8
201201101300,52.96,52.96,52.96,52.96,52.96,-6.4,-7.9,-6.8,345.0,-375.0,345.0,-375.0
201201101400,52.04,52.04,52.04,39.82,52.04,-6.0,-8.0,-6.4,306.5,-413.5,306.5,-413.5
201201101500,51.91,51.91,51.91,37.9,51.91,-5.4,-8.3,-5.6,319.9,-400.1,319.9,-400.1
201201101600,54.96,54.96,54.96,37.9,54.96,-5.0,-8.7,-4.8,507.2,-212.8,507.2,-212.8
201201101700,61.14,61.14,61.14,38.0,61.14,-4.9,-9.4,-4.3,591.8,-128.2,591.8,-128.2
201201101800,61.11,58.77,61.11,61.11,61.11,-5.1,-10.1,-4.0,378.5,-341.5,378.5,-341.5
201201101900,40.92,40.92,40.92,40.92,40.92,-6.2,-10.3,-3.4,194.6,-525.4,194.6,-525.4
201201102000,35.95,35.95,35.95,35.95,35.95,-7.4,-10.6,-2.4,505.2,-214.8,505.2,-214.8
201201102100,34.87,34.87,34.87,34.87,34.87,-7.6,-10.7,-0.9,343.9,-376.1,343.9,-376.1
201201102200,33.04,33.04,33.04,33.04,33.04,-6.6,-10.6,-0.5,515.2,-204.8,515.2,-204.8
201201102300,32.07,32.07,32.07,32.07,32.07,-4.4,-10.3,-0.6,299.5,-420.5,299.5,-420.5
201201110000,31.54,31.54,31.54,27.42,31.54,-3.3,-9.6,-1.1,274.2,-445.8,274.2,-445.8
201201110100,30.7,30.7,30.7,26.11,30.7,-2.7,-8.8,-1.1,290.6,-429.4,290.6,-429.4
201201110200,30.33,30.33,30.33,23.5,30.33,-2.2,-8.2,-0.9,204.9,-515.1,204.9,-515.1
